SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
8668,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,28-07-2020 19:30,NaN
8669,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,28-07-2020 20:30,NaN
8670,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,28-07-2020 21:30,NaN
8671,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,28-07-2020 22:30,NaN
8672,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,28-07-2020 23:30,NaN
8673,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 00:30,NaN
8674,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 01:30,NaN
8675,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 02:30,NaN
8676,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 03:30,NaN
8677,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 04:30,NaN
8678,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 05:30,NaN
8679,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 06:30,NaN
8680,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 07:30,NaN
8681,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 08:30,NaN
8682,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 09:30,NaN
8683,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 10:30,NaN
8684,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 11:30,NaN
8685,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 12:30,NaN
8686,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 13:30,NaN
8687,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 14:30,NaN
8688,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 15:30,NaN
8689,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 16:30,NaN
8690,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 17:30,NaN
8691,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 18:30,NaN
8692,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 19:30,NaN
8693,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 20:30,NaN
8694,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 21:30,NaN
8695,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 22:30,NaN
8696,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,29-07-2020 23:30,NaN
8697,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 00:30,NaN
8698,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 01:30,NaN
8699,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 02:30,NaN
8700,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 03:30,NaN
8701,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 04:30,NaN
8702,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 05:30,NaN
8703,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 06:30,NaN
8704,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 07:30,NaN
8705,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 08:30,NaN
8706,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 09:30,NaN
8707,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 10:30,NaN
8708,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 11:30,NaN
8709,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 12:30,NaN
8710,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 13:30,NaN
8711,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 14:30,NaN
8712,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 15:30,NaN
8713,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 16:30,NaN
8714,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 17:30,NaN
8715,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 18:30,NaN
8716,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 19:30,NaN
8717,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 20:30,NaN
8718,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 21:30,NaN
8719,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 22:30,NaN
8720,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,30-07-2020 23:30,NaN
8721,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 00:30,NaN
8722,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 01:30,NaN
8723,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 02:30,NaN
8724,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 03:30,NaN
8725,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 04:30,NaN
8726,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 05:30,NaN
8727,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 06:30,NaN
8728,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 07:30,NaN
8729,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 08:30,NaN
8730,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 09:30,NaN
8731,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 10:30,NaN
8732,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 11:30,NaN
8733,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 12:30,NaN
8734,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 13:30,NaN
8735,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 14:30,NaN
8736,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 15:30,NaN
8737,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 16:30,NaN
8738,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 17:30,NaN
8739,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 18:30,NaN
8740,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 19:30,NaN
8741,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 20:30,NaN
8742,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 21:30,NaN
8743,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 22:30,NaN
8744,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,31-07-2020 23:30,NaN
8745,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 00:30,NaN
8746,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 01:30,NaN
8747,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 02:30,NaN
8748,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 03:30,NaN
8749,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 04:30,NaN
8750,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 05:30,NaN
8751,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 06:30,NaN
8752,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 07:30,NaN
8753,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 08:30,NaN
8754,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 09:30,NaN
8755,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 10:30,NaN
8756,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 11:30,NaN
8757,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 12:30,NaN
8758,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 13:30,NaN
8759,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 14:30,NaN
8760,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 15:30,NaN
8761,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 16:30,NaN
8762,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 17:30,NaN
8763,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 21:30,NaN
8764,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 22:30,NaN
8765,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,01-08-2020 23:30,NaN
8766,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,02-08-2020 00:30,NaN
8767,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,02-08-2020 01:30,NaN
8768,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,02-08-2020 02:30,NaN
8769,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,02-08-2020 08:30,NaN
8770,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,02-08-2020 09:30,NaN
8771,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,02-08-2020 10:30,NaN
8772,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,02-08-2020 11:30,NaN
8773,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,02-08-2020 12:30,NaN
8774,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,02-08-2020 13:30,NaN
8775,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,02-08-2020 14:30,NaN
8776,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,02-08-2020 15:30,NaN
8777,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,02-08-2020 16:30,NaN
8778,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,02-08-2020 17:30,NaN
8779,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,02-08-2020 18:30,NaN
8780,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,02-08-2020 19:30,NaN
8781,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,02-08-2020 20:30,NaN
8782,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,02-08-2020 21:30,NaN
8783,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,02-08-2020 22:30,NaN
8784,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,02-08-2020 23:30,NaN
8785,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,03-08-2020 00:30,NaN
8786,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,03-08-2020 01:30,NaN
8787,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,03-08-2020 02:30,NaN
8788,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,03-08-2020 03:30,NaN
8789,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,03-08-2020 04:30,NaN
8790,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,03-08-2020 05:30,NaN
8791,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,03-08-2020 06:30,NaN
8792,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,03-08-2020 07:30,NaN
8793,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,03-08-2020 08:30,NaN
8794,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,03-08-2020 09:30,NaN
8795,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,03-08-2020 10:30,NaN
8796,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,03-08-2020 11:30,NaN
8797,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,03-08-2020 12:30,NaN
8798,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,03-08-2020 13:30,NaN
8799,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,03-08-2020 14:30,NaN
8800,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,03-08-2020 19:30,NaN
8801,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,03-08-2020 20:30,NaN
8802,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,03-08-2020 21:30,NaN
8803,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,03-08-2020 22:30,NaN
8804,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,03-08-2020 23:30,NaN
8805,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 00:30,NaN
8806,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 01:30,NaN
8807,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 02:30,NaN
8808,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 03:30,NaN
8809,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 04:30,NaN
8810,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 05:30,NaN
8811,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 06:30,NaN
8812,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 07:30,NaN
8813,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 08:30,NaN
8814,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 09:30,NaN
8815,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 10:30,NaN
8816,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 11:30,NaN
8817,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 12:30,NaN
8818,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 13:30,NaN
8819,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 14:30,NaN
8820,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 15:30,NaN
8821,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 16:30,NaN
8822,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 17:30,NaN
8823,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 18:30,NaN
8824,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 19:30,NaN
8825,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 20:30,NaN
8826,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 21:30,NaN
8827,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 22:30,NaN
8828,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,04-08-2020 23:30,NaN
8829,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,05-08-2020 00:30,NaN
8830,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,05-08-2020 01:30,NaN
8831,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,05-08-2020 02:30,NaN
8832,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,05-08-2020 03:30,NaN
8833,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,05-08-2020 04:30,NaN
8834,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,05-08-2020 05:30,NaN
8835,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,05-08-2020 06:30,NaN
8836,Gandhighat,CWC,33,Tamil Nadu,568,Chennai,CHENNAI,-,-,-,-,-,-,-,-,25.58750000,85.17250000,05-08-2020 07:30,NaN
