month,SlNo,State LGD Code,District LGD Code,Latitude
1,122487.10528756958,21.50208719851577,394.5948515769944,21.39270327580357
2,122270.1049787283,21.493848453489708,394.32597447395653,21.379783992631943
3,123127.07827811479,21.503733084461036,395.57979468035467,21.383665648572094
4,123245.96041922177,21.50808339837217,396.4100791615565,21.387501857664176
5,123693.04877197067,21.507391456175068,396.1539983703876,21.386443726055173
6,123008.99840346676,21.508267761432318,396.30254304937847,21.386727518071616
7,122980.84804928131,21.508757096267665,396.2885614204614,21.394006220021744
8,123947.96940627431,21.511537464350532,395.97536945812806,21.394448476974333
9,124484.57890855457,21.50577679449361,396.3437807276303,21.38006965287611
10,124077.67983861399,21.50444998220007,396.1739646374748,21.37622526086389
11,124600.22202927314,21.501240387000745,395.65393202679235,21.374603557986855
12,124869.286407767,21.499881600757757,394.1121240824059,21.371358828052333
