month,SlNo,State LGD Code,District LGD Code,Latitude
1,97736.24114740598,21.15509195717815,364.2452648915729,21.747391810768598
2,97483.97168753504,21.01336198841338,361.4552420108391,21.69335080127453
3,98400.21338863252,21.039313043986215,362.31818447339214,21.7348723852211
4,98702.81646248086,21.0937212863706,363.60359877488514,21.76619328890735
5,97173.48418013856,21.042782909930715,362.0982101616628,21.713180844575056
6,93449.51579485867,20.98407724772989,359.835017265635,21.632634833553524
7,93178.3993032588,21.020417162764033,360.94668606958595,21.62638373756229
8,95923.66841805683,21.031525022986997,361.30193966460877,21.652181115955603
9,96414.25894440708,21.058345055348298,362.1550975475506,21.714255136684606
10,98697.21255736337,21.136733416770962,364.218085106383,21.777615220274303
11,100213.32345418986,21.132892031492904,364.23815255002256,21.773403196567877
12,96089.35974082073,21.199827213822893,365.45822894168464,21.732501519623327
