month,SlNo,State LGD Code,District LGD Code,Latitude
1,40068.68450120815,33.0,582.3141180531585,17.5450835389318
2,40446.42786723628,33.0,584.7794939204732,16.75863167165967
3,41374.30891624137,33.0,585.6766736715701,16.335009155623514
4,41351.66676193198,33.0,586.9399828522435,16.20900702235023
5,40177.958039816236,33.0,584.8199081163859,16.53506133575482
6,40050.67076003983,33.0,585.07268503153,16.924868355790547
7,39230.40538742933,33.0,583.5783172597273,17.011852227828733
8,39383.024522178144,33.0,585.0490443562928,17.081439029895105
9,41598.3216374269,33.0,584.952528379773,16.510611544749587
10,41213.866933867735,33.0,584.2845691382765,16.93461291932939
11,40374.11305903399,33.0,582.4028622540251,16.340940637897216
12,41972.91800789553,33.0,583.7600971758275,15.992165596704028
