month,SlNo,State LGD Code,District LGD Code,Latitude
1,29200.08757062147,32.35285053929122,590.9560862865948,11.505871142000514
2,27214.200731409997,32.29500203169443,591.7822023567655,11.514025239488014
3,27650.814772983962,32.59453354416083,599.1531511181387,11.366428169419471
4,29246.53838951311,32.850187265917604,604.2832397003746,11.254016205077248
5,29951.14022398507,32.819178721418574,603.9426038264115,11.257697738208119
6,29240.64742678419,32.33892522035826,585.8646573784475,11.48990253852431
7,28876.12451030489,32.556293646738204,591.4978708908193,11.432668674019757
8,32906.113468080846,32.84590754452672,601.6960176105663,11.394667801274766
9,23421.710627753306,32.18777533039648,586.5148678414097,11.419049575591961
10,21601.79854273336,32.22016541945648,603.153012997243,11.538778336579362
11,28872.13,32.542307692307695,606.6978205128205,11.40810965200641
12,29826.514352574104,32.49609984399376,598.2792511700468,11.449578870929797
