month,SlNo,State LGD Code,District LGD Code,Latitude
1,209152.87940085906,29.409009141304747,533.448694886009,16.07543421970006
2,217131.60258644054,29.309598482208543,531.8088047392264,16.185521343131995
3,215945.96126521283,29.51377648730463,531.1577500463335,16.136403185915242
4,210326.91791869918,29.360065040650408,531.7349918699186,16.149802654889104
5,215863.74509470342,29.452109561075197,531.5648179652943,16.12267172759414
6,215564.38585086042,29.504699607527424,535.4822179732314,16.156834727197946
7,217002.4318085557,29.517192252897463,534.8459628046668,16.10301187212468
8,218353.69350189777,29.516395080049087,533.9723466796039,15.937100574885704
9,219798.73681816706,29.359442513238687,531.1269614372502,16.138828627224264
10,214873.4691885863,29.41819252099018,530.6981751711745,16.1292355291511
11,201320.84394724827,29.39539630952701,530.2830437001423,16.094032472375975
12,206713.38155954998,29.305004526057157,532.9685762317341,16.083825020259408
